0,1.02504e-10,3.05848e-10,7.99935e-10,2.02228e-09,5.00218e-09,1.21262e-08,2.88161e-08,6.71279e-08,1.53297e-07,3.4318e-07,7.53134e-07,1.62025e-06,3.41704e-06,7.06447e-06,1.43175e-05,2.84457e-05,5.54019e-05,0.000105777,0.000197978,0.000363248,0.000653352,0.001152,0.00199119,0.00337391,0.00560419,0.00912537,0.0145662,0.022793,0.0349634,0.0525757,0.0775023,0.111996,0.158652,0.220317,0.299923,0.400246,0.523605,0.671486,0.844166,1.04034,1.25685,1.48849,1.72809,1.96674,2.19424,2.39983,2.573,2.70434,2.78647,2.82163,
0,1.15109e-10,3.42191e-10,8.90967e-10,2.24197e-09,5.52019e-09,1.33219e-08,3.15188e-08,7.311e-08,1.66261e-07,3.70689e-07,8.10279e-07,1.73646e-06,3.64837e-06,7.51517e-06,1.51769e-05,3.00492e-05,5.83293e-05,0.000111005,0.000207112,0.000378852,0.000679419,0.00119456,0.00205913,0.00347986,0.00576555,0.00936533,0.0149145,0.023286,0.0356437,0.05349,0.0786981,0.113516,0.160528,0.22256,0.302512,0.403126,0.52667,0.674586,0.847103,1.04288,1.25874,1.48948,1.72797,1.96535,2.1915,2.39578,2.56777,2.69819,2.7806,2.82162,
0,1.29106e-10,3.82402e-10,9.91245e-10,2.48287e-09,6.08563e-09,1.46213e-08,3.44431e-08,7.9555e-08,1.80171e-07,4.00084e-07,8.71103e-07,1.85967e-06,3.89273e-06,7.98954e-06,1.60782e-05,3.17252e-05,6.13788e-05,0.000116434,0.000216566,0.000394955,0.000706241,0.00123824,0.00212865,0.00358798,0.00592982,0.009609,0.0152673,0.0237842,0.0363297,0.0544102,0.0798994,0.11504,0.162406,0.2248,0.305095,0.405992,0.529716,0.677661,0.850011,1.04539,1.2606,1.49045,1.72783,1.96394,2.18877,2.39174,2.56258,2.69219,2.77542,2.82162,
0,1.44629e-10,4.26846e-10,1.10159e-09,2.74677e-09,6.70225e-09,1.60321e-08,3.76044e-08,8.6493e-08,1.95083e-07,4.31472e-07,9.35797e-07,1.99023e-06,4.1507e-06,8.48853e-06,1.7023e-05,3.3476e-05,6.4554e-05,0.000122069,0.000226348,0.000411567,0.000733831,0.00128304,0.00219976,0.00369829,0.00609698,0.00985638,0.0156246,0.0242878,0.0370216,0.0553363,0.0811059,0.116568,0.164284,0.227038,0.30767,0.408845,0.532744,0.680711,0.85289,1.04787,1.26243,1.49139,1.72767,1.96253,2.18604,2.38773,2.55742,2.68639,2.77079,2.82161,
0,1.61828e-10,4.75912e-10,1.2229e-09,3.03555e-09,7.37404e-09,1.75624e-08,4.10189e-08,9.39556e-08,2.11058e-07,4.64964e-07,1.00456e-06,2.12849e-06,4.42287e-06,9.01311e-06,1.80128e-05,3.53041e-05,6.78586e-05,0.000127914,0.000236466,0.000428698,0.000762199,0.00132898,0.00227249,0.00381081,0.00626707,0.0101075,0.0159865,0.0247966,0.0377192,0.0562681,0.0823175,0.1181,0.166164,0.229273,0.310238,0.411686,0.535753,0.683738,0.85574,1.05032,1.26423,1.49231,1.7275,1.96111,2.18331,2.38373,2.55233,2.68082,2.76659,2.8216,
0,1.8086e-10,5.30025e-10,1.35611e-09,3.35128e-09,8.10527e-09,1.92209e-08,4.47039e-08,1.01976e-07,2.28158e-07,5.00675e-07,1.0776e-06,2.2748e-06,4.70985e-06,9.56429e-06,1.90493e-05,3.7212e-05,7.12963e-05,0.000133976,0.000246926,0.000446356,0.000791359,0.00137607,0.00234684,0.00392555,0.00644009,0.0103623,0.0163529,0.0253107,0.0384225,0.0572057,0.0835341,0.119635,0.168045,0.231505,0.312798,0.414513,0.538742,0.68674,0.858562,1.05273,1.266,1.4932,1.7273,1.95969,2.18059,2.37975,2.54732,2.67548,2.76275,2.8216,
0,2.01898e-10,5.89639e-10,1.50224e-09,3.69613e-09,8.90048e-09,2.10168e-08,4.86776e-08,1.1059e-07,2.4645e-07,5.38727e-07,1.15514e-06,2.42953e-06,5.01227e-06,1.01431e-05,2.0134e-05,3.92022e-05,7.48707e-05,0.00014026,0.000257736,0.000464553,0.000821323,0.00142433,0.00242283,0.00404253,0.00661605,0.0106208,0.0167238,0.0258299,0.0391314,0.0581488,0.0847557,0.121174,0.169926,0.233734,0.315351,0.417327,0.541713,0.689718,0.861356,1.05512,1.26774,1.49406,1.72709,1.95825,2.17787,2.3758,2.54239,2.67037,2.7592,2.8216,
0,2.25128e-10,6.55247e-10,1.6624e-09,4.07244e-09,9.76448e-09,2.29599e-08,5.29591e-08,1.19834e-07,2.66002e-07,5.79243e-07,1.23738e-06,2.59307e-06,5.33079e-06,1.07506e-05,2.12687e-05,4.12772e-05,7.85858e-05,0.000146771,0.000268904,0.000483297,0.000852103,0.00147377,0.00250048,0.00416176,0.00679496,0.0108831,0.0170992,0.0263544,0.0398459,0.0590975,0.0859821,0.122716,0.171808,0.23596,0.317896,0.420129,0.544666,0.692672,0.864122,1.05748,1.26946,1.4949,1.72685,1.95681,2.17516,2.37188,2.53757,2.66548,2.75589,2.82159,
0,2.50752e-10,7.27377e-10,1.83776e-09,4.48269e-09,1.07024e-08,2.50604e-08,5.75685e-08,1.29745e-07,2.86886e-07,6.22356e-07,1.32458e-06,2.76583e-06,5.66605e-06,1.13879e-05,2.2455e-05,4.34397e-05,8.24454e-05,0.000153514,0.000280436,0.000502598,0.00088371,0.0015244,0.0025798,0.00428325,0.00697683,0.0111491,0.0174791,0.0268839,0.0405659,0.0600516,0.0872132,0.12426,0.17369,0.238183,0.320433,0.422917,0.547599,0.695603,0.86686,1.05981,1.27114,1.49571,1.7266,1.95536,2.17246,2.368,2.53284,2.66079,2.7528,2.82159,
0,2.78986e-10,8.06597e-10,2.02958e-09,4.92954e-09,1.17197e-08,2.73291e-08,6.25271e-08,1.40366e-07,3.09177e-07,6.682e-07,1.41696e-06,2.9482e-06,6.01875e-06,1.20561e-05,2.36947e-05,4.56923e-05,8.64533e-05,0.000160496,0.000292341,0.000522467,0.000916157,0.00157624,0.00266081,0.00440702,0.00716167,0.0114188,0.0178634,0.0274186,0.0412914,0.0610111,0.0884489,0.125808,0.175573,0.240403,0.322962,0.425691,0.550515,0.698509,0.869571,1.0621,1.27279,1.4965,1.72634,1.9539,2.16976,2.36416,2.52823,2.6563,2.7499,2.82159,
